dataset,pub,error,url
maec-do,maec,curl: download ERROR 404,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_DOMINICANA_REP.xml"
maec-do,maec,dflat: input XML file does not exist,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_DOMINICANA_REP.xml"
maec-do,maec,restored 0 files,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_DOMINICANA_REP.xml"
maec-dz,maec,curl: download ERROR 404,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_ARGELIA.xml"
maec-dz,maec,dflat: input XML file does not exist,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_ARGELIA.xml"
maec-dz,maec,restored 0 files,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_ARGELIA.xml"
maec-ec,maec,curl: download ERROR 404,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_ECUADOR.xml"
maec-ec,maec,dflat: input XML file does not exist,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_ECUADOR.xml"
maec-ec,maec,restored 0 files,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_ECUADOR.xml"
maec-eg,maec,curl: download ERROR 404,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_EGIPTO.xml"
maec-eg,maec,dflat: input XML file does not exist,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_EGIPTO.xml"
maec-eg,maec,restored 0 files,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_EGIPTO.xml"
maec-eh,maec,curl: download ERROR 404,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_SAHARAUI_POBLACION.xml"
maec-eh,maec,dflat: input XML file does not exist,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_SAHARAUI_POBLACION.xml"
maec-eh,maec,restored 0 files,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_SAHARAUI_POBLACION.xml"
maec-er,maec,curl: download ERROR 404,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_ERITREA.xml"
maec-er,maec,dflat: input XML file does not exist,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_ERITREA.xml"
maec-er,maec,restored 0 files,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_ERITREA.xml"
maec-et,maec,curl: download ERROR 404,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_ETIOPIA.xml"
maec-et,maec,dflat: input XML file does not exist,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_ETIOPIA.xml"
maec-et,maec,restored 0 files,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_ETIOPIA.xml"
maec-ga,maec,curl: download ERROR 404,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_GABON.xml"
maec-ga,maec,dflat: input XML file does not exist,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_GABON.xml"
maec-ga,maec,restored 0 files,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_GABON.xml"
maec-ge,maec,curl: download ERROR 404,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_GEORGIA.xml"
maec-ge,maec,dflat: input XML file does not exist,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_GEORGIA.xml"
maec-ge,maec,restored 0 files,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_GEORGIA.xml"
maec-gh,maec,curl: download ERROR 404,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_GHANA.xml"
maec-gh,maec,dflat: input XML file does not exist,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_GHANA.xml"
maec-gh,maec,restored 0 files,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_GHANA.xml"
maec-gm,maec,curl: download ERROR 404,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_GAMBIA.xml"
maec-gm,maec,dflat: input XML file does not exist,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_GAMBIA.xml"
maec-gm,maec,restored 0 files,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_GAMBIA.xml"
maec-gn,maec,curl: download ERROR 404,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_GUINEA.xml"
maec-gn,maec,dflat: input XML file does not exist,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_GUINEA.xml"
maec-gn,maec,restored 0 files,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_GUINEA.xml"
maec-gq,maec,curl: download ERROR 404,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_GUINEA_ECUATORIAL.xml"
maec-gq,maec,dflat: input XML file does not exist,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_GUINEA_ECUATORIAL.xml"
maec-gq,maec,restored 0 files,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_GUINEA_ECUATORIAL.xml"
maec-gt,maec,curl: download ERROR 404,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_GUATEMALA.xml"
maec-gt,maec,dflat: input XML file does not exist,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_GUATEMALA.xml"
maec-gt,maec,restored 0 files,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_GUATEMALA.xml"
maec-gw,maec,curl: download ERROR 404,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_GUINEA-BISSAU.xml"
maec-gw,maec,dflat: input XML file does not exist,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_GUINEA-BISSAU.xml"
maec-gw,maec,restored 0 files,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_GUINEA-BISSAU.xml"
maec-gy,maec,curl: download ERROR 404,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_GUYANA.xml"
maec-gy,maec,dflat: input XML file does not exist,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_GUYANA.xml"
maec-gy,maec,restored 0 files,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_GUYANA.xml"
maec-hn,maec,curl: download ERROR 404,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_HONDURAS.xml"
maec-hn,maec,dflat: input XML file does not exist,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_HONDURAS.xml"
maec-hn,maec,restored 0 files,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_HONDURAS.xml"
maec-ht,maec,curl: download ERROR 404,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_HAITI.xml"
maec-ht,maec,dflat: input XML file does not exist,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_HAITI.xml"
maec-ht,maec,restored 0 files,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_HAITI.xml"
maec-id,maec,curl: download ERROR 404,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_INDONESIA.xml"
maec-id,maec,dflat: input XML file does not exist,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_INDONESIA.xml"
maec-id,maec,restored 0 files,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_INDONESIA.xml"
maec-in,maec,curl: download ERROR 404,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_INDIA.xml"
maec-in,maec,dflat: input XML file does not exist,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_INDIA.xml"
maec-in,maec,restored 0 files,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_INDIA.xml"
maec-iq,maec,curl: download ERROR 404,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_IRAQ.xml"
maec-iq,maec,dflat: input XML file does not exist,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_IRAQ.xml"
maec-iq,maec,restored 0 files,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_IRAQ.xml"
maec-ir,maec,curl: download ERROR 404,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_IRAN.xml"
maec-ir,maec,dflat: input XML file does not exist,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_IRAN.xml"
maec-ir,maec,restored 0 files,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_IRAN.xml"
maec-jm,maec,curl: download ERROR 404,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_JAMAICA.xml"
maec-jm,maec,dflat: input XML file does not exist,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_JAMAICA.xml"
maec-jm,maec,restored 0 files,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_JAMAICA.xml"
maec-jo,maec,curl: download ERROR 404,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_JORDANIA.xml"
maec-jo,maec,dflat: input XML file does not exist,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_JORDANIA.xml"
maec-jo,maec,restored 0 files,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_JORDANIA.xml"
maec-ke,maec,curl: download ERROR 404,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_KENIA.xml"
maec-ke,maec,dflat: input XML file does not exist,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_KENIA.xml"
maec-ke,maec,restored 0 files,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_KENIA.xml"
maec-kg,maec,curl: download ERROR 404,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_KIRGUISTAN.xml"
maec-kg,maec,dflat: input XML file does not exist,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_KIRGUISTAN.xml"
maec-kg,maec,restored 0 files,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_KIRGUISTAN.xml"
maec-kh,maec,curl: download ERROR 404,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_CAMBOYA.xml"
maec-kh,maec,dflat: input XML file does not exist,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_CAMBOYA.xml"
maec-kh,maec,restored 0 files,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_CAMBOYA.xml"
maec-km,maec,curl: download ERROR 404,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_COMORES.xml"
maec-km,maec,dflat: input XML file does not exist,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_COMORES.xml"
maec-km,maec,restored 0 files,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_COMORES.xml"
maec-kn,maec,curl: download ERROR 404,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_SAINT_KITTS_Y_NEVIS.xml"
maec-kn,maec,dflat: input XML file does not exist,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_SAINT_KITTS_Y_NEVIS.xml"
maec-kn,maec,restored 0 files,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_SAINT_KITTS_Y_NEVIS.xml"
maec-kp,maec,curl: download ERROR 404,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_COREA_REP_POP_DEM.xml"
maec-kp,maec,dflat: input XML file does not exist,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_COREA_REP_POP_DEM.xml"
maec-kp,maec,restored 0 files,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_COREA_REP_POP_DEM.xml"
maec-kz,maec,curl: download ERROR 404,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_KAZAJSTAN.xml"
maec-kz,maec,dflat: input XML file does not exist,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_KAZAJSTAN.xml"
maec-kz,maec,restored 0 files,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_KAZAJSTAN.xml"
maec-lb,maec,curl: download ERROR 404,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_LIBANO.xml"
maec-lb,maec,dflat: input XML file does not exist,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_LIBANO.xml"
maec-lb,maec,restored 0 files,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_LIBANO.xml"
maec-lc,maec,curl: download ERROR 404,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_SANTA_LUCIA.xml"
maec-lc,maec,dflat: input XML file does not exist,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_SANTA_LUCIA.xml"
maec-lc,maec,restored 0 files,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_SANTA_LUCIA.xml"
maec-lk,maec,curl: download ERROR 404,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_SRI_LANKA.xml"
maec-lk,maec,dflat: input XML file does not exist,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_SRI_LANKA.xml"
maec-lk,maec,restored 0 files,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_SRI_LANKA.xml"
maec-lr,maec,curl: download ERROR 404,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_LIBERIA.xml"
maec-lr,maec,dflat: input XML file does not exist,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_LIBERIA.xml"
maec-lr,maec,restored 0 files,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_LIBERIA.xml"
maec-ls,maec,curl: download ERROR 404,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_LESOTO.xml"
maec-ls,maec,dflat: input XML file does not exist,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_LESOTO.xml"
maec-ls,maec,restored 0 files,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_LESOTO.xml"
maec-ly,maec,curl: download ERROR 404,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_LIBIA.xml"
maec-ly,maec,dflat: input XML file does not exist,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_LIBIA.xml"
maec-ly,maec,restored 0 files,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_LIBIA.xml"
maec-ma,maec,curl: download ERROR 404,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_MARRUECOS.xml"
maec-ma,maec,dflat: input XML file does not exist,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_MARRUECOS.xml"
maec-ma,maec,restored 0 files,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_MARRUECOS.xml"
maec-md,maec,curl: download ERROR 404,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_MOLDAVIA.xml"
maec-md,maec,dflat: input XML file does not exist,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_MOLDAVIA.xml"
maec-md,maec,restored 0 files,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_MOLDAVIA.xml"
maec-me,maec,curl: download ERROR 404,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_MONTENEGRO.xml"
maec-me,maec,dflat: input XML file does not exist,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_MONTENEGRO.xml"
maec-me,maec,restored 0 files,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_MONTENEGRO.xml"
maec-mg,maec,curl: download ERROR 404,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_MADAGASCAR.xml"
maec-mg,maec,dflat: input XML file does not exist,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_MADAGASCAR.xml"
maec-mg,maec,restored 0 files,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_MADAGASCAR.xml"
maec-mk,maec,curl: download ERROR 404,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_MACEDONIA_ANTIGUA_REP_YUG.xml"
maec-mk,maec,dflat: input XML file does not exist,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_MACEDONIA_ANTIGUA_REP_YUG.xml"
maec-mk,maec,restored 0 files,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_MACEDONIA_ANTIGUA_REP_YUG.xml"
maec-ml,maec,curl: download ERROR 404,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_MALI.xml"
maec-ml,maec,dflat: input XML file does not exist,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_MALI.xml"
maec-ml,maec,restored 0 files,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_MALI.xml"
maec-mm,maec,curl: download ERROR 404,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_MYANMAR.xml"
maec-mm,maec,dflat: input XML file does not exist,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_MYANMAR.xml"
maec-mm,maec,restored 0 files,"http://www.exteriores.gob.es/Portal/es/SalaDePrensa/Multimedia/Publicaciones/Documents/Cooperacion/Seguimiento/IATI/MAEC_IATI_MYANMAR.xml"
